chit_id,chitnumber,payment_weeks,amount_per_week,total_amount,overdue_fees,cash_received,balance,total_paid_week,timestamp,num_of_chits
71,MCD20056,6,250,1500,0,1500,0,12,25.01.06,1
72,MCD20057,4,250,1000,0,1000,0,4,24.10.23,1
72,MCD20057,4,250,1000,0,1000,0,8,24.11.11,1
72,MCD20057,4,250,1000,0,1000,0,12,24.12.24,1
72,MCD20057,6,250,1500,0,1500,0,18,25.02.12,1
72,MCD20057,4,250,1000,0,1000,0,22,25.02.15,1
72,MCD20057,2,250,500,0,500,0,24,25.03.10,1
72,MCD20057,4,250,1000,0,1000,0,28,25.03.19,1
72,MCD20057,4,250,1000,0,1000,0,32,25.04.09,1
72,MCD20057,4,250,1000,0,1000,0,36,25.04.30,1
73,MCD20058,4,250,1000,0,1000,0,4,24.10.24,1
73,MCD20058,4,250,1000,0,1000,0,8,24.11.10,1
73,MCD20058,4,250,1000,0,1000,0,12,24.12.10,1
73,MCD20058,4,250,1000,0,1000,0,16,25.01.13,1
73,MCD20058,4,250,1000,0,1000,0,20,25.02.07,1
73,MCD20058,4,250,1000,0,1000,0,24,25.03.06,1
73,MCD20058,4,250,1000,0,1000,0,28,25.04.08,1
73,MCD20058,4,250,1000,0,1000,0,32,25.05.08,1
74,MCD20059,3,250,750,0,750,0,3,24.10.24,1
74,MCD20059,4,250,1000,0,1000,0,7,24.11.19,1
74,MCD20059,4,250,1000,0,1000,0,11,24.12.09,1
74,MCD20059,4,250,1000,0,1000,0,15,25.01.09,1
74,MCD20059,7,250,1750,0,1750,0,22,25.03.03,1
74,MCD20059,2,250,500,0,500,0,24,25.03.20,1
74,MCD20059,4,250,1000,0,1000,0,28,25.04.10,1
75,MCD20060,3,250,750,0,750,0,3,24.10.24,1
75,MCD20060,4,250,1000,0,1000,0,7,24.11.11,1
75,MCD20060,2,250,500,0,500,0,9,24.12.17,1
75,MCD20060,3,250,750,0,750,0,12,25.01.02,1
75,MCD20060,6,250,1500,0,1500,0,18,25.01.21,1
75,MCD20060,2,250,500,0,500,0,20,25.02.05,1
75,MCD20060,4,250,1000,0,1000,0,24,25.02.18,1
75,MCD20060,5,250,1250,0,1250,0,29,25.04.03,1
76,MCD20061,2,500,1000,0,1000,0,2,24.10.24,2
76,MCD20061,3,500,1500,0,1500,0,5,24.12.21,2
77,MCD20062,2,250,500,0,500,0,2,24.12.24,1
78,MCD20063,2,250,500,0,500,0,2,24.10.24,1
78,MCD20063,4,250,1000,0,1000,0,6,24.11.16,1
78,MCD20063,6,250,1500,0,1500,0,12,25.01.23,1
78,MCD20063,4,250,1000,0,1000,0,16,25.02.07,1
78,MCD20063,3,250,750,0,750,0,19,25.02.16,1
78,MCD20063,4,250,1000,0,1000,0,23,25.02.24,1
78,MCD20063,4,250,1000,0,1000,0,27,25.03.26,1
78,MCD20063,4,250,1000,0,1000,0,31,25.04.25,1
79,MCD20064,6,250,1500,0,1500,0,6,24.10.24,1
80,MCD20065,6,250,1500,0,1500,0,6,24.10.24,1
80,MCD20065,6,250,1500,0,1500,0,12,24.12.17,1
80,MCD20065,4,250,1000,0,1000,0,16,25.02.03,1
80,MCD20065,4,250,1000,0,1000,0,20,25.02.22,1
80,MCD20065,4,250,1000,0,1000,0,24,25.03.17,1
80,MCD20065,4,250,1000,0,1000,0,28,25.04.03,1
80,MCD20065,4,250,1000,0,1000,0,32,25.04.28,1
81,MCD20066,2,250,500,0,500,0,2,24.10.24,1
82,MCD20067,2,500,1000,0,1000,0,2,24.10.24,2
82,MCD20067,3,500,1500,0,1500,0,5,24.11.14,2
82,MCD20067,3,500,1500,0,1500,0,8,24.12.06,2
82,MCD20067,4,500,2000,0,2000,0,12,24.12.09,2
82,MCD20067,4,500,2000,0,2000,0,16,25.01.02,2
82,MCD20067,4,500,2000,0,2000,0,20,25.02.06,2
82,MCD20067,4,500,2000,0,2000,0,24,25.03.10,2
82,MCD20067,4,500,2000,0,2000,0,28,25.04.05,2
82,MCD20067,4,500,2000,0,2000,0,32,25.04.23,2
83,MCD20068,2,500,1000,0,1000,0,2,24.10.24,2
83,MCD20068,4,500,2000,0,2000,0,6,24.11.14,2
83,MCD20068,4,500,2000,0,2000,0,10,24.12.17,2
83,MCD20068,4,500,2000,0,2000,0,14,25.01.18,2
83,MCD20068,4,500,2000,0,2000,0,18,25.02.06,2
83,MCD20068,4,500,2000,0,2000,0,22,25.03.22,2
83,MCD20068,4,500,2000,0,2000,0,26,25.04.21,2
84,MCD20069,2,500,1000,0,1000,0,2,24.10.24,2
84,MCD20069,4,500,2000,0,2000,0,6,24.11.14,2
84,MCD20069,4,500,2000,0,2000,0,10,24.12.17,2
84,MCD20069,4,500,2000,0,2000,0,14,25.01.18,2
84,MCD20069,4,500,2000,0,2000,0,18,25.02.06,2
84,MCD20069,4,500,2000,0,2000,0,22,25.03.22,2
84,MCD20069,4,500,2000,0,2000,0,26,25.04.21,2
85,MCD20070,4,250,1000,0,1000,0,4,24.10.24,1
86,MCD20071,1,250,250,0,250,0,1,24.10.25,1
86,MCD20071,3,250,750,0,750,0,4,24.11.10,1
86,MCD20071,1,250,250,0,250,0,5,24.11.13,1
86,MCD20071,1,250,250,0,250,0,6,24.11.16,1
86,MCD20071,1,250,250,0,250,0,7,24.11.24,1
86,MCD20071,2,250,500,0,500,0,9,24.11.30,1
86,MCD20071,2,250,500,0,500,0,11,24.12.19,1
86,MCD20071,1,250,250,0,250,0,12,24.12.20,1
86,MCD20071,1,250,250,0,250,0,13,24.12.25,1
86,MCD20071,1,250,250,0,250,0,14,24.12.26,1
86,MCD20071,1,250,250,0,250,0,15,25.01.02,1
86,MCD20071,1,250,250,0,250,0,16,25.01.08,1
86,MCD20071,2,250,500,0,500,0,18,25.01.17,1
86,MCD20071,1,250,250,0,250,0,19,25.03.10,1
87,MCD20072,4,250,1000,0,1000,0,4,24.10.25,1
87,MCD20072,8,250,2000,0,2000,0,12,24.11.16,1
87,MCD20072,8,250,2000,0,2000,0,20,25.01.18,1
87,MCD20072,8,250,2000,0,2000,0,28,25.03.15,1
87,MCD20072,4,250,1000,0,1000,0,32,25.04.08,1
88,MCD20073,2,250,500,0,500,0,2,24.10.25,1
88,MCD20073,1,250,250,0,250,0,3,24.10.27,1
88,MCD20073,2,250,500,0,500,0,5,24.11.03,1
88,MCD20073,2,250,500,0,500,0,7,24.11.11,1
88,MCD20073,2,250,500,0,500,0,9,24.11.17,1
88,MCD20073,4,250,1000,0,1000,0,13,24.12.02,1
88,MCD20073,4,250,1000,0,1000,0,17,25.01.02,1
88,MCD20073,4,250,1000,0,1000,0,21,25.02.02,1
88,MCD20073,4,250,1000,0,1000,0,25,25.03.04,1
88,MCD20073,4,250,1000,0,1000,0,29,25.04.02,1
88,MCD20073,4,250,1000,0,1000,0,33,25.05.04,1
89,MCD20074,2,250,500,0,500,0,2,24.10.25,1
89,MCD20074,2,250,500,0,500,0,4,24.11.09,1
89,MCD20074,2,250,500,0,500,0,6,24.11.20,1
89,MCD20074,2,250,500,0,500,0,8,24.11.23,1
89,MCD20074,2,250,500,0,500,0,10,24.11.30,1
89,MCD20074,2,250,500,0,500,0,12,24.12.15,1
89,MCD20074,2,250,500,0,500,0,14,25.01.10,1
89,MCD20074,2,250,500,0,500,0,16,25.01.25,1
89,MCD20074,4,250,1000,0,1000,0,20,25.02.14,1
89,MCD20074,4,250,1000,0,1000,0,24,25.03.20,1
89,MCD20074,4,250,1000,0,1000,0,28,25.04.27,1
89,MCD20074,4,250,1000,0,1000,0,32,25.04.29,1
90,MCD20075,4,250,1000,0,1000,0,4,24.10.23,1
90,MCD20075,4,250,1000,0,1000,0,8,24.11.11,1
90,MCD20075,4,250,1000,0,1000,0,12,24.12.24,1
90,MCD20075,6,250,1500,0,1500,0,18,25.02.12,1
90,MCD20075,4,250,1000,0,1000,0,22,25.02.15,1
90,MCD20075,2,250,500,0,500,0,24,25.03.10,1
90,MCD20075,4,250,1000,0,1000,0,28,25.03.19,1
90,MCD20075,4,250,1000,0,1000,0,32,25.04.09,1
90,MCD20075,4,250,1000,0,1000,0,36,25.04.30,1
91,MCD20076,2,250,500,0,500,0,2,24.10.25,1
91,MCD20076,4,250,1000,0,1000,0,6,24.11.08,1
91,MCD20076,2,250,500,0,500,0,8,24.12.07,1
91,MCD20076,2,250,500,0,500,0,10,24.12.16,1
91,MCD20076,1,250,250,0,250,0,11,24.12.26,1
91,MCD20076,2,250,500,0,500,0,13,25.01.17,1
91,MCD20076,2,250,500,0,500,0,15,25.01.23,1
91,MCD20076,1,250,250,0,250,0,16,25.02.05,1
91,MCD20076,2,250,500,0,500,0,18,25.02.17,1
91,MCD20076,1,250,250,0,250,0,19,25.02.24,1
91,MCD20076,2,250,500,0,500,0,21,25.03.10,1
91,MCD20076,3,250,750,0,750,0,24,25.03.24,1
91,MCD20076,4,250,1000,0,1000,0,28,25.04.09,1
91,MCD20076,2,250,500,0,500,0,30,25.04.22,1
91,MCD20076,2,250,500,0,500,0,32,25.05.14,1
92,MCD20077,2,250,500,0,500,0,2,24.10.25,1
92,MCD20077,4,250,1000,0,1000,0,6,24.11.08,1
92,MCD20077,2,250,500,0,500,0,8,24.12.07,1
92,MCD20077,2,250,500,0,500,0,10,24.12.16,1
92,MCD20077,1,250,250,0,250,0,11,24.12.26,1
92,MCD20077,2,250,500,0,500,0,13,25.01.17,1
92,MCD20077,2,250,500,0,500,0,15,25.01.23,1
92,MCD20077,1,250,250,0,250,0,16,25.02.05,1
92,MCD20077,2,250,500,0,500,0,18,25.02.17,1
92,MCD20077,1,250,250,0,250,0,19,25.02.24,1
92,MCD20077,2,250,500,0,500,0,21,25.03.10,1
92,MCD20077,3,250,750,0,750,0,24,25.03.24,1
92,MCD20077,4,250,1000,0,1000,0,28,25.04.09,1
92,MCD20077,2,250,500,0,500,0,30,25.04.22,1
92,MCD20077,2,250,500,0,500,0,32,25.05.14,1
93,MCD20078,2,250,500,0,500,0,2,24.10.25,1
93,MCD20078,4,250,1000,0,1000,0,6,24.11.08,1
93,MCD20078,2,250,500,0,500,0,8,24.12.07,1
93,MCD20078,2,250,500,0,500,0,10,24.12.16,1
93,MCD20078,1,250,250,0,250,0,11,24.12.27,1
93,MCD20078,2,250,500,0,500,0,13,25.01.17,1
93,MCD20078,2,250,500,0,500,0,15,25.01.23,1
93,MCD20078,1,250,250,0,250,0,16,25.02.05,1
93,MCD20078,2,250,500,0,500,0,18,25.02.17,1
93,MCD20078,1,250,250,0,250,0,19,25.02.24,1
93,MCD20078,2,250,500,0,500,0,21,25.03.10,1
93,MCD20078,3,250,750,0,750,0,24,25.03.24,1
93,MCD20078,4,250,1000,0,1000,0,28,25.04.09,1
93,MCD20078,2,250,500,0,500,0,30,25.04.22,1
93,MCD20078,2,250,500,0,500,0,32,25.05.14,1
94,MCD20079,2,250,500,0,500,0,2,24.10.25,1
94,MCD20079,4,250,1000,0,1000,0,6,24.11.08,1
94,MCD20079,2,250,500,0,500,0,8,24.12.07,1
94,MCD20079,2,250,500,0,500,0,10,24.12.16,1
94,MCD20079,1,250,250,0,250,0,11,24.12.27,1
94,MCD20079,2,250,500,0,500,0,13,25.01.17,1
94,MCD20079,2,250,500,0,500,0,15,25.01.23,1
94,MCD20079,1,250,250,0,250,0,16,25.02.05,1
94,MCD20079,2,250,500,0,500,0,18,25.02.17,1
94,MCD20079,1,250,250,0,250,0,19,25.02.24,1
94,MCD20079,2,250,500,0,500,0,21,25.03.10,1
94,MCD20079,3,250,750,0,750,0,24,25.03.24,1
94,MCD20079,4,250,1000,0,1000,0,28,25.04.09,1
94,MCD20079,2,250,500,0,500,0,30,25.04.22,1
94,MCD20079,2,250,500,0,500,0,32,25.05.14,1
95,MCD20080,2,250,500,0,500,0,2,24.10.25,1
95,MCD20080,4,250,1000,0,1000,0,6,24.11.08,1
95,MCD20080,2,250,500,0,500,0,8,24.12.07,1
95,MCD20080,2,250,500,0,500,0,10,24.12.16,1
95,MCD20080,1,250,250,0,250,0,11,24.12.27,1
95,MCD20080,2,250,500,0,500,0,13,25.01.17,1
95,MCD20080,2,250,500,0,500,0,15,25.01.23,1
95,MCD20080,1,250,250,0,250,0,16,25.02.05,1
95,MCD20080,2,250,500,0,500,0,18,25.02.17,1
95,MCD20080,1,250,250,0,250,0,19,25.02.24,1
95,MCD20080,2,250,500,0,500,0,21,25.03.10,1
95,MCD20080,3,250,750,0,750,0,24,25.03.24,1
95,MCD20080,4,250,1000,0,1000,0,28,25.04.09,1
95,MCD20080,2,250,500,0,500,0,30,25.04.22,1
95,MCD20080,2,250,500,0,500,0,32,25.05.14,1
96,MCD20081,2,250,500,0,500,0,2,24.10.28,1
96,MCD20081,6,250,1500,0,1500,0,8,24.11.28,1
96,MCD20081,4,250,1000,0,1000,0,12,24.12.18,1
96,MCD20081,4,250,1000,0,1000,0,16,25.01.17,1
96,MCD20081,4,250,1000,0,1000,0,20,25.02.12,1
96,MCD20081,4,250,1000,0,1000,0,24,25.03.17,1
96,MCD20081,4,250,1000,0,1000,0,28,25.04.25,1
97,MCD20082,4,250,1000,0,1000,0,4,24.10.25,1
97,MCD20082,8,250,2000,0,2000,0,12,24.11.11,1
97,MCD20082,16,250,4000,0,4000,0,28,25.03.07,1
97,MCD20082,14,250,3500,0,3500,0,42,25.05.10,1
98,MCD20083,4,250,1000,0,1000,0,4,24.10.25,1
98,MCD20083,8,250,2000,0,2000,0,12,24.11.11,1
98,MCD20083,16,250,4000,0,4000,0,28,25.03.07,1
98,MCD20083,14,250,3500,0,3500,0,42,25.05.10,1
99,MCD20084,2,250,500,0,500,0,2,24.10.25,1
99,MCD20084,2,250,500,0,500,0,4,24.11.14,1
99,MCD20084,4,250,1000,0,1000,0,8,24.12.13,1
99,MCD20084,2,250,500,0,500,0,10,24.12.17,1
99,MCD20084,4,250,1000,0,1000,0,14,25.01.08,1
99,MCD20084,7,250,1750,0,1750,0,21,25.01.18,1
99,MCD20084,4,250,1000,0,1000,0,25,25.03.04,1
99,MCD20084,4,250,1000,0,1000,0,29,25.04.01,1
99,MCD20084,2,250,500,0,500,0,31,25.04.11,1
100,MCD20085,4,250,1000,0,1000,0,4,24.10.25,1
100,MCD20085,4,250,1000,0,1000,0,8,24.11.21,1
100,MCD20085,4,250,1000,0,1000,0,12,24.12.21,1
100,MCD20085,4,250,1000,0,1000,0,16,25.01.18,1
100,MCD20085,10,250,2500,0,2500,0,26,25.03.31,1
100,MCD20085,4,250,1000,0,1000,0,30,25.04.08,1
101,MCD20086,4,250,1000,0,1000,0,4,24.10.25,1
101,MCD20086,4,250,1000,0,1000,0,8,24.11.18,1
101,MCD20086,6,250,1500,0,1500,0,14,24.12.29,1
101,MCD20086,4,250,1000,0,1000,0,18,25.01.28,1
101,MCD20086,8,250,2000,0,2000,0,26,25.02.28,1
101,MCD20086,8,250,2000,0,2000,0,34,25.04.29,1
102,MCD20087,4,250,1000,0,1000,0,4,24.10.25,1
102,MCD20087,4,250,1000,0,1000,0,8,24.11.05,1
102,MCD20087,5,250,1250,0,1250,0,13,24.12.04,1
102,MCD20087,8,250,2000,0,2000,0,21,25.02.08,1
102,MCD20087,4,250,1000,0,1000,0,25,25.03.01,1
102,MCD20087,4,250,1000,0,1000,0,29,25.04.09,1
103,MCD20088,4,250,1000,0,1000,0,4,24.10.25,1
103,MCD20088,6,250,1500,0,1500,0,10,24.11.10,1
103,MCD20088,6,250,1500,0,1500,0,16,24.12.04,1
103,MCD20088,4,250,1000,0,1000,0,20,24.12.18,1
103,MCD20088,8,250,2000,0,2000,0,28,25.02.14,1
103,MCD20088,8,250,2000,0,2000,0,36,25.03.17,1
103,MCD20088,4,250,1000,0,1000,0,40,25.04.26,1
104,MCD20089,2,500,1000,0,1000,0,2,24.10.25,2
104,MCD20089,2,500,1000,0,1000,0,4,24.11.05,2
104,MCD20089,4,500,2000,0,2000,0,8,24.11.22,2
104,MCD20089,4,500,2000,0,2000,0,12,24.12.24,2
104,MCD20089,4,500,2000,0,2000,0,16,25.02.05,2
104,MCD20089,4,500,2000,0,2000,0,20,25.02.25,2
104,MCD20089,2,500,1000,0,1000,0,22,25.03.06,2
104,MCD20089,3,500,1500,0,1500,0,25,25.04.11,2
104,MCD20089,4,500,2000,0,2000,0,29,25.05.06,2
104,MCD20089,4,500,2000,0,2000,0,33,25.05.13,2
105,MCD20090,2,250,500,0,500,0,2,24.10.25,1
105,MCD20090,4,250,1000,0,1000,0,6,24.11.10,1
105,MCD20090,4,250,1000,0,1000,0,10,24.12.14,1
105,MCD20090,4,250,1000,0,1000,0,14,25.01.03,1
105,MCD20090,5,250,1250,0,1250,0,19,25.02.16,1
105,MCD20090,4,250,1000,0,1000,0,23,25.03.09,1
105,MCD20090,4,250,1000,0,1000,0,27,25.04.10,1
105,MCD20090,4,250,1000,0,1000,0,31,25.05.11,1
106,MCD20091,2,250,500,0,500,0,2,24.10.25,1
106,MCD20091,5,250,1250,0,1250,0,7,24.11.14,1
106,MCD20091,4,250,1000,0,1000,0,11,24.12.07,1
106,MCD20091,4,250,1000,0,1000,0,15,25.01.06,1
106,MCD20091,4,250,1000,0,1000,0,19,25.02.07,1
106,MCD20091,8,250,2000,0,2000,0,27,25.03.10,1
106,MCD20091,4,250,1000,0,1000,0,31,25.04.08,1
106,MCD20091,4,250,1000,0,1000,0,35,25.05.09,1
107,MCD20092,1,250,250,0,250,0,1,24.10.25,1
107,MCD20092,6,250,1500,0,1500,0,7,24.11.24,1
107,MCD20092,4,250,1000,0,1000,0,11,24.12.16,1
107,MCD20092,4,250,1000,0,1000,10,15,25.01.02,1
107,MCD20092,4,250,1000,0,1000,0,19,25.03.04,1
107,MCD20092,4,250,1000,0,1000,0,23,25.03.19,1
107,MCD20092,4,250,1000,0,1000,0,27,25.03.28,1
107,MCD20092,4,250,1000,0,1000,0,31,25.05.11,1
108,MCD20093,4,250,1000,0,1000,0,4,24.10.25,1
108,MCD20093,2,250,500,0,500,0,6,24.11.04,1
108,MCD20093,2,250,500,0,500,0,8,24.11.20,1
108,MCD20093,1,250,250,0,250,0,9,24.12.04,1
108,MCD20093,3,250,750,0,750,0,12,24.12.29,1
108,MCD20093,1,250,250,0,250,0,13,25.01.11,1
108,MCD20093,2,250,500,0,500,0,15,25.01.29,1
108,MCD20093,3,250,750,0,750,0,18,25.02.20,1
108,MCD20093,3,250,750,0,750,0,21,25.03.17,1
108,MCD20093,5,250,1250,0,1250,0,26,25.03.31,1
108,MCD20093,3,250,750,0,750,0,29,25.05.01,1
109,MCD20094,4,250,1000,0,1000,0,4,24.10.26,1
109,MCD20094,8,250,2000,0,2000,0,12,24.12.19,1
109,MCD20094,10,250,2500,0,2500,0,22,25.02.07,1
109,MCD20094,4,250,1000,0,1000,0,26,25.04.24,1
109,MCD20094,4,250,1000,0,1000,0,30,25.04.30,1
110,MCD20095,4,250,1000,0,1000,0,4,24.10.26,1
110,MCD20095,4,250,1000,0,1000,0,8,24.11.27,1
110,MCD20095,4,250,1000,0,1000,0,12,25.01.02,1
110,MCD20095,4,250,1000,0,1000,0,16,25.01.21,1
110,MCD20095,4,250,1000,0,1000,0,20,25.02.17,1
110,MCD20095,4,250,1000,0,1000,0,24,25.03.19,1
110,MCD20095,4,250,1000,0,1000,0,28,25.04.23,1
111,MCD20096,3,500,1500,0,1500,0,3,24.10.26,2
112,MCD20097,4,250,1000,0,1000,0,4,24.10.26,1
112,MCD20097,12,250,3000,0,3000,0,16,25.01.01,1
112,MCD20097,10,250,2500,0,2500,0,26,25.02.26,1
113,MCD20098,5,250,1250,0,1250,0,5,24.10.26,1
113,MCD20098,4,250,1000,0,1000,0,9,24.11.29,1
113,MCD20098,4,250,1000,0,1000,0,13,24.12.24,1
114,MCD20099,1,250,250,0,250,0,1,24.10.27,1
115,MCD20100,3,250,750,0,750,0,3,24.10.27,1
116,MCD20101,1,250,250,0,250,0,1,24.10.27,1
116,MCD20101,6,250,1500,0,1500,0,7,24.11.23,1
116,MCD20101,6,250,1500,0,1500,0,13,25.01.04,1
116,MCD20101,4,250,1000,0,1000,0,17,25.03.15,1
116,MCD20101,5,250,1250,0,1250,0,22,25.03.27,1
116,MCD20101,4,250,1000,0,1000,0,26,25.04.12,1
116,MCD20101,6,250,1500,0,1500,0,32,25.05.08,1
117,MCD20102,2,250,500,0,500,0,2,24.10.27,1
117,MCD20102,1,250,250,0,250,0,3,24.11.06,1
117,MCD20102,2,250,500,0,500,0,5,25.01.02,1
117,MCD20102,7,250,1750,0,1750,0,12,25.01.03,1
117,MCD20102,6,250,1500,0,1500,0,18,25.02.07,1
117,MCD20102,4,250,1000,0,1000,0,22,25.02.26,1
117,MCD20102,8,250,2000,0,2000,0,30,25.04.18,1
118,MCD20103,2,250,500,0,500,0,2,24.10.27,1
118,MCD20103,2,250,500,0,500,0,4,24.11.06,1
118,MCD20103,8,250,2000,0,2000,0,12,25.01.03,1
118,MCD20103,6,250,1500,0,1500,0,18,25.02.07,1
118,MCD20103,4,250,1000,0,1000,0,22,25.02.26,1
118,MCD20103,8,250,2000,0,2000,0,30,25.04.18,1
119,MCD20104,2,250,500,0,500,0,2,24.10.27,1
119,MCD20104,3,250,750,0,750,0,5,24.11.13,1
119,MCD20104,3,250,750,0,750,0,8,25.02.09,1
119,MCD20104,10,250,2500,0,2500,0,18,25.03.10,1
119,MCD20104,10,250,2500,0,2500,0,28,25.03.23,1
120,MCD20105,2,250,500,0,500,0,2,24.10.27,1
120,MCD20105,4,250,1000,0,1000,0,6,24.11.13,1
120,MCD20105,4,250,1000,0,1000,0,10,24.12.18,1
120,MCD20105,8,250,2000,0,2000,0,18,25.02.09,1
120,MCD20105,4,250,1000,0,1000,0,22,25.03.10,1
120,MCD20105,6,250,1500,0,1500,0,28,25.03.23,1
120,MCD20105,6,250,1500,0,1500,0,34,25.05.01,1
121,MCD20106,2,250,500,0,500,0,2,24.10.27,1
121,MCD20106,2,250,500,0,500,0,4,24.11.06,1
121,MCD20106,2,250,500,0,500,0,6,24.11.20,1
121,MCD20106,4,250,1000,0,1000,0,10,25.01.07,1
121,MCD20106,4,250,1000,0,1000,0,14,25.02.11,1
121,MCD20106,8,250,2000,0,2000,0,22,25.03.16,1
122,MCD20107,4,250,1000,0,1000,0,4,24.10.27,1
122,MCD20107,4,250,1000,0,1000,0,8,24.11.18,1
122,MCD20107,4,250,1000,0,1000,0,12,24.12.21,1
122,MCD20107,4,250,1000,0,1000,0,16,25.02.01,1
122,MCD20107,6,250,1500,0,1500,0,22,25.03.07,1
122,MCD20107,4,250,1000,0,1000,0,26,25.04.02,1
122,MCD20107,6,250,1500,0,1500,0,32,25.05.11,1
123,MCD20108,4,250,1000,0,1000,0,4,24.10.27,1
123,MCD20108,4,250,1000,0,1000,0,8,24.11.18,1
123,MCD20108,4,250,1000,0,1000,0,12,24.12.21,1
123,MCD20108,4,250,1000,0,1000,0,16,25.02.01,1
123,MCD20108,6,250,1500,0,1500,0,22,25.03.07,1
123,MCD20108,4,250,1000,0,1000,0,26,25.04.02,1
123,MCD20108,6,250,1500,0,1500,0,32,25.05.11,1
124,MCD20109,4,250,1000,0,1000,0,4,24.10.27,1
124,MCD20109,4,250,1000,0,1000,0,8,24.11.18,1
124,MCD20109,4,250,1000,0,1000,0,12,24.12.21,1
124,MCD20109,4,250,1000,0,1000,0,16,25.02.01,1
124,MCD20109,6,250,1500,0,1500,0,22,25.03.07,1
124,MCD20109,4,250,1000,0,1000,0,26,25.04.02,1
124,MCD20109,6,250,1500,0,1500,0,32,25.05.11,1
125,MCD20110,1,250,250,0,250,0,1,24.10.27,1
125,MCD20110,3,250,750,0,750,0,4,24.11.06,1
125,MCD20110,2,250,500,0,500,0,6,24.11.24,1
125,MCD20110,2,250,500,0,500,0,8,24.12.04,1
125,MCD20110,1,250,250,0,250,0,9,24.12.15,1
125,MCD20110,4,250,1000,0,1000,0,13,25.01.02,1
125,MCD20110,4,250,1000,0,1000,0,17,25.02.02,1
125,MCD20110,1,250,250,0,250,0,18,25.02.13,1
125,MCD20110,1,250,250,0,250,0,19,25.02.24,1
125,MCD20110,4,250,1000,0,1000,0,23,25.03.09,1
125,MCD20110,1,250,250,0,250,0,24,25.03.24,1
125,MCD20110,2,250,500,0,500,0,26,25.04.06,1
125,MCD20110,3,250,750,0,750,0,29,25.04.23,1
125,MCD20110,1,250,250,0,250,0,30,25.05.12,1
126,MCD20111,4,250,1000,0,1000,0,4,24.10.27,1
126,MCD20111,8,250,2000,0,2000,0,12,24.12.08,1
126,MCD20111,13,250,3250,0,3250,0,25,25.03.05,1
126,MCD20111,4,250,1000,0,1000,0,29,25.04.17,1
127,MCD20112,4,250,1000,0,1000,0,4,24.10.27,1
127,MCD20112,4,250,1000,0,1000,0,8,24.11.10,1
127,MCD20112,4,250,1000,0,1000,0,12,24.12.04,1
127,MCD20112,4,250,1000,0,1000,0,16,24.12.29,1
127,MCD20112,4,250,1000,0,1000,0,20,25.01.27,1
127,MCD20112,4,250,1000,0,1000,0,24,25.02.16,1
127,MCD20112,4,250,1000,0,1000,0,28,25.03.20,1
128,MCD20113,4,250,1000,0,1000,0,4,24.10.27,1
128,MCD20113,12,250,3000,0,3000,0,16,25.01.18,1
128,MCD20113,4,250,1000,0,1000,0,20,25.02.25,1
128,MCD20113,4,250,1000,0,1000,0,24,25.03.17,1
128,MCD20113,6,250,1500,0,1500,0,30,25.04.22,1
129,MCD20114,4,250,1000,0,1000,0,4,24.10.27,1
129,MCD20114,4,250,1000,0,1000,0,8,24.11.08,1
129,MCD20114,5,250,1250,0,1250,0,13,24.12.25,1
129,MCD20114,4,250,1000,0,1000,0,17,25.01.06,1
129,MCD20114,4,250,1000,0,1000,0,21,25.02.09,1
129,MCD20114,4,250,1000,0,1000,0,25,25.03.11,1
129,MCD20114,4,250,1000,0,1000,0,29,25.04.15,1
129,MCD20114,4,250,1000,0,1000,0,33,25.05.11,1
130,MCD20115,2,250,500,0,500,0,2,24.10.28,1
132,MCD20117,3,250,750,0,750,0,3,24.10.28,1
132,MCD20117,1,250,250,0,250,0,4,24.11.06,1
132,MCD20117,2,250,500,0,500,0,6,24.11.16,1
132,MCD20117,2,250,500,0,500,0,8,24.12.09,1
132,MCD20117,2,250,500,0,500,0,10,24.12.16,1
132,MCD20117,1,250,250,0,250,0,11,24.12.29,1
132,MCD20117,2,250,500,0,500,0,13,25.01.05,1
132,MCD20117,2,250,500,0,500,0,15,25.01.12,1
132,MCD20117,2,250,500,0,500,0,17,25.01.26,1
132,MCD20117,1,250,250,0,250,0,18,25.02.09,1
132,MCD20117,1,250,250,0,250,0,19,25.02.17,1
132,MCD20117,2,250,500,0,500,0,21,25.02.25,1
132,MCD20117,2,250,500,0,500,0,23,25.03.24,1
132,MCD20117,3,250,750,0,750,0,26,25.04.07,1
132,MCD20117,2,250,500,0,500,0,28,25.04.29,1
132,MCD20117,4,250,1000,0,1000,0,32,25.05.08,1
133,MCD20118,3,250,750,0,750,0,3,24.10.28,1
133,MCD20118,1,250,250,0,250,0,4,24.11.06,1
133,MCD20118,2,250,500,0,500,0,6,24.11.16,1
133,MCD20118,2,250,500,0,500,0,8,24.12.16,1
133,MCD20118,2,250,500,0,500,0,10,24.12.29,1
133,MCD20118,3,250,750,0,750,0,13,25.01.05,1
133,MCD20118,2,250,500,0,500,0,15,25.01.21,1
133,MCD20118,2,250,500,0,500,0,17,25.01.26,1
133,MCD20118,2,250,500,0,500,0,19,25.02.09,1
133,MCD20118,4,250,1000,0,1000,0,23,25.03.09,1
133,MCD20118,4,250,1000,0,1000,0,27,25.04.07,1
133,MCD20118,4,250,1000,0,1000,0,31,25.04.29,1
133,MCD20118,3,250,750,0,750,0,34,25.05.08,1
134,MCD20119,4,250,1000,0,1000,0,4,24.10.28,1
